product_no,price
p17266,230.39
p17267,968.83
p17268,196.31
p17269,687.43
p17270,26.91
p17271,869.29
p17272,0.46
p17273,504.98
p17274,184.25
p17275,194.76
p17276,526.44
p17277,305.68
p17278,622.38
p17279,125.25
p17280,154.50
p17281,51.41
p17282,115.00
p17283,986.70
p17284,316.27
p17285,748.38
p17286,265.13
p17287,744.44
p17288,85.56
p17289,926.76
p17290,635.97
p17291,635.46
p17292,45.89
p17293,279.40
p17294,224.08
p17295,237.18
p17296,788.04
p17297,849.45
p17298,888.83
p17299,370.05
p17300,683.28
p17301,582.45
p17302,419.60
p17303,747.49
p17304,310.89
p17305,219.48
p17306,533.59
p17307,839.02
p17308,799.15
p17309,604.90
p17310,7.43
p17311,645.10
p17312,661.17
p17313,986.77
p17314,309.09
p17315,395.92
p17316,297.69
p17317,250.80
p17318,625.65
p17319,896.77
p17320,905.68
p17321,711.06
p17322,933.45
p17323,594.69
p17324,694.51
p17325,538.51
p17326,999.78
p17327,652.75
p17328,939.06
p17329,191.62
p17330,554.72
p17331,652.32
p17332,943.69
p17333,6.56
p17334,444.17
p17335,276.78
p17336,23.72
p17337,51.00
p17338,995.68
p17339,602.97
p17340,632.56
p17341,674.22
p17342,359.00
p17343,30.88
p17344,845.65
p17345,705.85
p17346,206.29
p17347,757.23
p17348,644.26
p17349,688.58
p17350,564.65
p17351,744.46
p17352,752.17
p17353,752.51
p17354,685.81
p17355,665.72
p17356,864.49
p17357,458.85
p17358,230.48
p17359,973.34
p17360,415.22
p17361,369.67
p17362,834.60
p17363,128.55
p17364,206.08
p17365,929.85
p17366,422.83
p17367,132.89
p17368,792.75
p17369,819.42
p17370,354.66
p17371,621.67
p17372,182.33
p17373,903.32
p17374,124.60
p17375,999.17
p17376,56.79
p17377,616.64
p17378,220.19
p17379,822.12
p17380,726.76
p17381,266.14
p17382,802.40
p17383,426.50
p17384,581.14
p17385,433.76
p17386,332.05
p17387,906.99
p17388,222.08
p17389,948.16
p17390,70.40
p17391,614.06
p17392,792.92
p17393,340.15
p17394,545.96
p17395,853.04
p17396,884.65
p17397,445.65
p17398,715.46
p17399,662.62
p17400,269.80
p17401,91.24
p17402,627.12
p17403,580.19
p17404,494.86
p17405,407.86
p17406,328.74
p17407,257.09
p17408,629.21
p17409,224.89
p17410,922.95
p17411,834.82
p17412,669.41
p17413,247.35
p17414,454.97
p17415,50.16
p17416,349.77
p17417,104.31
p17418,932.11
p17419,909.32
p17420,77.56
p17421,272.16
p17422,977.25
p17423,108.83
p17424,466.97
p17425,430.31
p17426,262.70
p17427,112.21
p17428,338.86
p17429,774.48
p17430,959.23
p17431,296.61
p17432,495.13
p17433,278.35
p17434,862.31
p17435,169.24
p17436,938.01
p17437,925.78
p17438,333.78
p17439,460.47
p17440,72.78
p17441,700.41
p17442,238.58
p17443,355.43
p17444,881.08
p17445,795.39
p17446,278.79
p17447,557.63
p17448,572.06
p17449,510.25
p17450,668.51
p17451,79.97
p17452,278.49
p17453,437.08
p17454,865.30
p17455,535.75
p17456,365.36
p17457,223.90
p17458,138.10
p17459,487.73
p17460,156.04
p17461,380.74
p17462,985.61
p17463,969.76
p17464,480.68
p17465,969.75
p17466,685.23
p17467,806.86
p17468,897.57
p17469,315.55
p17470,545.97
p17471,146.83
p17472,975.99
p17473,410.42
p17474,341.99
p17475,354.49
p17476,7.55
p17477,742.16
p17478,630.49
p17479,444.72
p17480,139.06
p17481,992.64
p17482,511.45
p17483,220.97
p17484,684.13
p17485,725.12
p17486,733.13
p17487,647.05
p17488,98.79
p17489,489.14
p17490,475.69
p17491,673.38
p17492,513.78
p17493,528.23
p17494,681.43
p17495,538.37
p17496,470.85
p17497,394.99
p17498,390.35
p17499,51.65
p17500,415.06
p17501,971.17
p17502,826.21
p17503,479.06
p17504,410.40
p17505,711.05
p17506,546.74
p17507,363.53
p17508,630.71
p17509,139.98
p17510,291.55
p17511,854.44
p17512,634.73
p17513,560.34
p17514,471.90
p17515,782.23
p17516,862.40
p17517,179.32
p17518,655.66
p17519,521.10
p17520,183.50
p17521,2.24
p17522,150.60
p17523,758.38
p17524,592.00
p17525,482.99
p17526,467.28
p17527,563.17
p17528,369.37
p17529,952.07
p17530,343.29
p17531,999.39
p17532,808.90
p17533,763.05
p17534,171.52
p17535,184.69
p17536,992.62
p17537,157.78
p17538,234.43
p17539,877.53
p17540,107.73
p17541,240.23
p17542,873.68
p17543,22.30
p17544,170.61
p17545,476.84
p17546,489.92
p17547,431.70
p17548,564.71
p17549,233.05
p17550,112.14
p17551,315.12
p17552,352.22
p17553,735.97
p17554,905.88
p17555,934.69
p17556,72.19
p17557,447.89
p17558,116.04
p17559,227.86
p17560,784.47
p17561,64.85
p17562,402.45
p17563,246.67
p17564,617.37
p17565,117.27
p17566,74.70
p17567,944.04
p17568,447.94
p17569,597.96
p17570,798.47
p17571,84.14
p17572,551.31
p17573,798.62
p17574,801.95
p17575,389.40
p17576,115.30
p17577,138.43
p17578,330.59
p17579,904.00
p17580,739.44
p17581,824.12
p17582,635.66
p17583,382.59
p17584,687.14
p17585,914.64
p17586,356.24
p17587,835.04
p17588,503.48
p17589,321.00
p17590,291.96
p17591,158.34
p17592,441.73
p17593,159.17
p17594,867.71
p17595,411.31
p17596,691.53
p17597,822.98
p17598,874.26
p17599,955.40
p17600,214.38
p17601,902.77
p17602,867.96
p17603,642.26
p17604,190.81
p17605,79.87
p17606,643.58
p17607,754.78
p17608,334.99
p17609,733.84
p17610,238.42
p17611,918.97
p17612,718.75
p17613,233.77
p17614,475.98
p17615,614.59
p17616,152.17
p17617,946.91
p17618,209.02
p17619,918.37
p17620,723.55
p17621,435.35
p17622,60.79
p17623,168.58
p17624,941.91
p17625,449.05
p17626,214.61
p17627,415.36
p17628,983.61
p17629,563.10
p17630,15.13
p17631,350.38
p17632,643.51
p17633,701.12
p17634,667.81
p17635,19.05
p17636,552.85
p17637,709.13
p17638,722.96
p17639,800.99
p17640,552.44
p17641,760.72
p17642,745.67
p17643,246.34
p17644,493.81
p17645,916.27
p17646,203.58
p17647,475.95
p17648,185.10
p17649,419.38
p17650,131.63
p17651,558.67
p17652,393.85
p17653,640.41
p17654,266.04
p17655,414.74
p17656,955.67
p17657,867.55
p17658,764.85
p17659,877.78
p17660,727.44
p17661,677.95
p17662,422.70
p17663,934.13
p17664,809.18
p17665,287.93
p17666,968.98
p17667,371.59
p17668,662.85
p17669,491.93
p17670,273.86
p17671,780.77
p17672,721.75
p17673,507.36
p17674,644.00
p17675,341.89
p17676,255.77
p17677,81.61
p17678,427.07
p17679,812.37
p17680,313.79
p17681,395.61
p17682,236.51
p17683,840.13
p17684,898.17
p17685,317.70
p17686,120.24
p17687,838.68
p17688,553.63
p17689,999.04
p17690,778.84
p17691,962.43
p17692,714.41
p17693,110.98
p17694,595.60
p17695,848.31
p17696,925.18
p17697,293.40
p17698,953.18
p17699,166.15
p17700,442.82
p17701,772.18
p17702,722.50
p17703,885.06
p17704,985.26
p17705,385.47
p17706,764.95
p17707,911.05
p17708,873.87
p17709,373.48
p17710,625.73
p17711,35.26
p17712,747.31
p17713,750.13
p17714,47.95
p17715,148.27
p17716,915.72
p17717,992.31
p17718,989.87
p17719,693.37
p17720,931.21
p17721,995.15
p17722,617.88
p17723,962.48
p17724,426.21
p17725,351.90
p17726,659.64
p17727,127.38
p17728,957.81
p17729,228.10
p17730,249.10
p17731,374.77
p17732,168.41
p17733,421.78
p17734,375.33
p17735,115.74
p17736,598.52
p17737,900.46
p17738,66.84
p17739,939.35
p17740,407.83
p17741,129.46
p17742,453.43
p17743,954.70
p17744,502.26
p17745,987.36
p17746,715.59
p17747,578.51
p17748,14.19
p17749,88.74
p17750,986.68
p17751,212.86
p17752,406.80
p17753,519.95
p17754,29.88
p17755,366.39
p17756,387.04
p17757,82.04
p17758,562.07
p17759,349.38
p17760,305.55
p17761,188.53
p17762,140.40
p17763,252.00
p17764,243.40
p17765,876.93
p17766,888.26
p17767,29.09
p17768,300.04
p17769,898.90
p17770,534.11
p17771,249.61
p17772,489.62
p17773,254.59
p17774,553.98
p17775,414.15
p17776,333.96
p17777,836.94
p17778,779.31
p17779,847.11
p17780,63.56
p17781,761.60
p17782,901.87
p17783,773.86
p17784,238.70
p17785,320.85
p17786,15.62
p17787,383.25
p17788,219.52
p17789,167.16
p17790,447.64
p17791,565.39
p17792,746.17
p17793,894.62
p17794,458.78
p17795,777.67
p17796,284.91
p17797,908.64
p17798,213.42
p17799,562.10
p17800,814.72
p17801,977.88
p17802,672.45
p17803,884.62
p17804,722.69
p17805,645.64
p17806,705.97
p17807,67.14
p17808,991.26
p17809,440.30
p17810,966.84
p17811,867.23
p17812,948.37
p17813,445.39
p17814,350.99
p17815,139.89
p17816,171.31
p17817,384.70
p17818,954.11
p17819,973.27
p17820,40.40
p17821,856.34
p17822,420.54
p17823,74.77
p17824,891.70
p17825,615.17
p17826,980.38
p17827,785.82
p17828,360.58
p17829,50.32
p17830,360.95
p17831,241.35
p17832,838.40
p17833,551.84
p17834,551.16
p17835,377.55
p17836,852.96
p17837,13.04
p17838,306.66
p17839,194.67
p17840,84.08
p17841,997.68
p17842,991.18
p17843,104.90
p17844,634.35
p17845,726.63
p17846,741.89
p17847,10.63
p17848,640.34
p17849,915.63
p17850,947.51
p17851,446.35
p17852,862.48
p17853,101.40
p17854,263.03
p17855,708.51
p17856,729.30
p17857,296.40
p17858,540.70
p17859,175.60
p17860,892.54
p17861,338.76
p17862,376.04
p17863,525.10
p17864,736.69
p17865,102.15
p17866,966.28
p17867,272.99
p17868,368.44
p17869,835.61
p17870,426.89
p17871,669.73
p17872,950.33
p17873,312.34
p17874,579.70
p17875,568.08
p17876,672.67
p17877,3.20
p17878,735.70
p17879,739.16
p17880,702.39
p17881,972.34
p17882,435.87
p17883,790.15
p17884,267.06
p17885,100.84
p17886,186.20
p17887,951.25
p17888,108.97
p17889,862.80
p17890,717.30
p17891,451.74
p17892,708.31
p17893,950.08
p17894,380.86
p17895,622.51
p17896,22.29
p17897,557.90
p17898,209.90
p17899,250.75
p17900,731.80
p17901,195.57
p17902,961.85
p17903,83.21
p17904,583.65
p17905,436.29
p17906,771.48
p17907,962.28
p17908,42.20
p17909,838.85
p17910,348.04
p17911,276.11
p17912,799.27
p17913,81.64
p17914,424.11
p17915,834.10
p17916,687.08
p17917,11.53
p17918,72.68
p17919,916.78
p17920,537.11
p17921,910.18
p17922,484.39
p17923,723.27
p17924,919.24
p17925,538.30
p17926,932.09
p17927,106.55
p17928,673.54
p17929,47.32
p17930,150.16
p17931,865.03
p17932,532.17
p17933,459.23
p17934,454.36
p17935,567.87
p17936,856.18
p17937,822.30
p17938,88.98
p17939,83.86
p17940,231.38
p17941,471.08
p17942,378.54
p17943,267.81
p17944,317.12
p17945,631.47
p17946,592.35
p17947,574.42
p17948,890.12
p17949,43.85
p17950,524.26
p17951,688.84
p17952,81.31
p17953,553.15
p17954,265.66
p17955,674.74
p17956,854.05
p17957,807.02
p17958,30.36
p17959,117.97
p17960,1000.00
p17961,603.79
p17962,485.36
p17963,687.93
p17964,393.80
p17965,280.73
p17966,22.37
p17967,713.66
p17968,108.93
p17969,384.39
p17970,439.06
p17971,829.28
p17972,752.64
p17973,68.81
p17974,225.50
p17975,596.09
p17976,434.10
p17977,357.46
p17978,426.56
p17979,527.23
p17980,840.97
p17981,594.84
p17982,936.34
p17983,859.21
p17984,533.97
p17985,399.82
p17986,702.57
p17987,402.82
p17988,580.84
p17989,207.25
p17990,423.47
p17991,718.07
p17992,914.11
p17993,410.54
p17994,551.83
p17995,215.39
p17996,330.79
p17997,824.34
p17998,83.72
p17999,500.18
p18000,101.41
p18001,257.70
p18002,729.18
p18003,978.49
p18004,348.08
p18005,338.12
p18006,177.75
p18007,144.73
p18008,731.76
p18009,805.46
p18010,9.94
p18011,513.65
p18012,373.16
p18013,112.40
p18014,426.88
p18015,602.41
p18016,977.63
p18017,47.11
p18018,448.99
p18019,83.03
p18020,559.22
p18021,734.19
p18022,396.56
p18023,856.09
p18024,612.07
p18025,280.52
p18026,175.87
p18027,231.32
p18028,890.40
p18029,314.78
p18030,246.12
p18031,30.01
p18032,207.52
p18033,332.67
p18034,641.05
p18035,587.95
p18036,542.73
p18037,891.52
p18038,699.62
p18039,819.38
p18040,981.36
p18041,946.63
p18042,942.67
p18043,311.87
p18044,61.18
p18045,149.39
p18046,427.48
p18047,315.86
p18048,736.98
p18049,479.68
p18050,277.42
p18051,59.93
p18052,346.95
p18053,388.05
p18054,172.51
p18055,10.79
p18056,784.72
p18057,890.97
p18058,210.08
p18059,571.75
p18060,299.56
p18061,107.28
p18062,450.08
p18063,376.16
p18064,29.80
p18065,431.45
p18066,684.62
p18067,576.16
p18068,29.07
p18069,868.02
p18070,660.50
p18071,291.82
p18072,705.93
p18073,133.31
p18074,158.28
p18075,781.64
p18076,55.95
p18077,562.05
p18078,15.24
p18079,201.46
p18080,556.23
p18081,771.18
p18082,866.38
p18083,168.18
p18084,826.24
p18085,136.40
p18086,397.79
p18087,11.38
p18088,188.71
p18089,295.06
p18090,765.35
p18091,976.25
p18092,43.07
p18093,786.19
p18094,269.90
p18095,84.28
p18096,315.35
p18097,653.57
p18098,868.10
p18099,595.97
p18100,584.39
p18101,623.59
p18102,993.34
p18103,222.67
p18104,691.02
p18105,667.83
p18106,122.71
p18107,621.78
p18108,402.86
p18109,467.26
p18110,723.11
p18111,45.46
p18112,3.27
p18113,513.28
p18114,92.72
p18115,968.12
p18116,545.50
p18117,54.83
p18118,846.48
p18119,173.79
p18120,876.62
p18121,515.29
p18122,934.84
p18123,132.40
p18124,680.70
p18125,915.28
p18126,981.79
p18127,968.98
p18128,382.95
p18129,927.42
p18130,233.16
p18131,311.20
p18132,15.93
p18133,728.19
p18134,812.03
p18135,418.92
p18136,148.75
p18137,440.20
p18138,866.21
p18139,573.41
p18140,720.38
p18141,305.70
p18142,40.43
p18143,983.39
p18144,950.98
p18145,192.53
p18146,267.32
p18147,676.51
p18148,82.05
p18149,442.53
p18150,645.34
p18151,632.98
p18152,684.37
p18153,225.54
p18154,672.28
p18155,172.52
p18156,542.37
p18157,322.98
p18158,670.59
p18159,798.87
p18160,304.14
p18161,534.15
p18162,83.62
p18163,80.93
p18164,719.86
p18165,890.18
p18166,318.26
p18167,398.41
p18168,925.37
p18169,815.74
p18170,264.59
p18171,487.69
p18172,346.84
p18173,851.40
p18174,995.88
p18175,734.93
p18176,619.86
p18177,430.58
p18178,223.52
p18179,24.79
p18180,322.15
p18181,247.99
p18182,710.27
p18183,992.26
p18184,210.15
p18185,885.99
p18186,357.11
p18187,150.94
p18188,102.45
p18189,871.67
p18190,396.21
p18191,813.68
p18192,619.68
p18193,116.28
p18194,39.79
p18195,779.14
p18196,444.35
p18197,103.34
p18198,92.57
p18199,246.48
p18200,348.92
p18201,199.38
p18202,893.94
p18203,782.12
p18204,176.38
p18205,4.88
p18206,516.82
p18207,566.20
p18208,690.49
p18209,332.25
p18210,739.07
p18211,621.94
p18212,392.52
p18213,496.63
p18214,315.10
p18215,527.98
p18216,687.82
p18217,476.72
p18218,6.97
p18219,110.30
p18220,782.67
p18221,47.10
p18222,414.63
p18223,303.93
p18224,345.23
p18225,538.36
p18226,682.72
p18227,287.35
p18228,325.48
p18229,936.96
p18230,84.11
p18231,587.11
p18232,834.86
p18233,384.80
p18234,707.45
p18235,327.14
p18236,309.28
p18237,680.83
p18238,52.39
p18239,510.40
p18240,948.88
p18241,162.94
p18242,351.10
p18243,872.39
p18244,299.68
p18245,728.54
p18246,867.22
p18247,45.78
p18248,971.39
p18249,243.35
p18250,734.82
p18251,254.35
p18252,646.84
p18253,809.13
p18254,371.57
p18255,532.58
p18256,268.24
p18257,896.06
p18258,586.03
p18259,610.39
p18260,192.72
p18261,524.07
p18262,346.55
p18263,56.04
p18264,758.64
p18265,945.37
p18266,322.63
p18267,996.80
p18268,491.59
p18269,862.16
p18270,912.28
p18271,4.89
p18272,556.03
p18273,307.48
p18274,4.80
p18275,472.53
p18276,239.24
p18277,121.87
p18278,489.36
p18279,803.27
p18280,931.77
p18281,810.58
p18282,635.65
p18283,958.16
p18284,706.55
p18285,455.54
p18286,736.61
p18287,447.35
p18288,666.91
p18289,474.40
p18290,344.13
p18291,3.73
p18292,624.09
p18293,659.20
p18294,593.89
p18295,445.55
p18296,771.68
p18297,533.87
p18298,34.53
p18299,521.91
p18300,204.80
p18301,547.29
p18302,184.50
p18303,652.01
p18304,730.38
p18305,999.03
p18306,328.38
p18307,515.70
p18308,206.07
p18309,57.68
p18310,987.87
p18311,763.74
p18312,799.35
p18313,445.56
p18314,186.60
p18315,596.71
p18316,768.40
p18317,798.24
p18318,733.45
p18319,97.01
p18320,73.02
p18321,84.51
p18322,701.70
p18323,146.17
p18324,287.79
p18325,450.68
p18326,456.52
p18327,704.77
p18328,306.60
p18329,9.04
p18330,521.15
p18331,467.80
p18332,957.03
p18333,879.92
p18334,115.77
p18335,316.25
p18336,442.25
p18337,350.55
p18338,657.04
p18339,685.50
p18340,784.84
p18341,855.28
p18342,569.49
p18343,94.20
p18344,229.35
p18345,875.52
p18346,490.26
p18347,471.35
p18348,420.89
p18349,220.29
p18350,653.28
p18351,527.46
p18352,996.02
p18353,782.92
p18354,948.08
p18355,596.92
p18356,451.84
p18357,182.35
p18358,548.05
p18359,936.10
p18360,398.58
p18361,943.65
p18362,215.17
p18363,607.38
p18364,506.03
p18365,191.79
p18366,215.26
p18367,881.62
p18368,73.36
p18369,962.83
p18370,206.76
p18371,164.08
p18372,265.76
p18373,609.53
p18374,287.36
p18375,106.95
p18376,342.01
p18377,618.68
p18378,653.00
p18379,648.26
p18380,864.16
p18381,205.59
p18382,878.34
p18383,875.23
p18384,723.75
p18385,294.71
p18386,165.17
p18387,497.77
p18388,209.41
p18389,171.07
p18390,591.78
p18391,993.28
p18392,33.33
p18393,78.98
p18394,276.53
p18395,640.29
p18396,633.78
p18397,38.27
p18398,733.11
p18399,780.71
p18400,607.23
p18401,820.81
p18402,657.95
p18403,635.20
p18404,575.85
p18405,359.06
p18406,163.32
p18407,591.49
p18408,12.44
p18409,266.85
p18410,523.47
p18411,263.52
p18412,537.85
p18413,23.45
p18414,617.01
p18415,390.53
p18416,292.73
p18417,162.70
p18418,486.29
p18419,869.38
p18420,453.24
p18421,425.19
p18422,83.97
p18423,467.41
p18424,910.32
p18425,720.57
p18426,550.52
p18427,558.73
p18428,838.28
p18429,396.58
p18430,849.03
p18431,625.02
p18432,120.55
p18433,980.60
p18434,177.78
p18435,754.17
p18436,191.32
p18437,899.09
p18438,61.64
p18439,118.91
p18440,226.07
p18441,167.55
p18442,653.73
p18443,69.76
p18444,397.89
p18445,235.07
p18446,295.83
p18447,530.71
p18448,892.94
p18449,940.61
p18450,170.58
p18451,195.61
p18452,513.35
p18453,347.23
p18454,950.37
p18455,834.47
p18456,882.88
p18457,221.49
p18458,296.10
p18459,724.26
p18460,361.73
p18461,703.93
p18462,844.59
p18463,446.68
p18464,110.13
p18465,320.40
p18466,862.61
p18467,77.53
p18468,933.22
p18469,869.56
p18470,253.91
p18471,280.55
p18472,806.40
p18473,334.52
p18474,458.36
p18475,358.91
p18476,279.17
p18477,32.50
p18478,559.52
p18479,943.36
p18480,238.44
p18481,904.53
p18482,281.96
p18483,860.02
p18484,153.03
p18485,631.81
p18486,292.20
p18487,270.05
p18488,168.45
p18489,453.42
p18490,663.03
p18491,76.02
p18492,297.85
p18493,839.53
p18494,782.68
p18495,876.78
p18496,506.86
p18497,105.52
p18498,10.95
p18499,955.97
p18500,832.58
p18501,670.27
p18502,383.58
p18503,509.06
p18504,282.41
p18505,771.20
p18506,96.28
p18507,163.25
p18508,527.64
p18509,595.54
p18510,754.77
p18511,806.13
p18512,775.32
p18513,680.68
p18514,186.25
p18515,552.41
p18516,604.68
p18517,266.99
p18518,765.54
p18519,576.98
p18520,453.41
p18521,50.73
p18522,634.84
p18523,679.79
p18524,691.50
p18525,11.97
p18526,682.32
p18527,154.96
p18528,166.61
p18529,277.51
p18530,359.13
p18531,85.61
p18532,543.46
p18533,416.10
p18534,802.67
p18535,449.37
p18536,968.12
p18537,831.08
p18538,743.58
p18539,49.10
p18540,196.19
p18541,194.31
p18542,485.70
p18543,276.65
p18544,485.98
p18545,740.06
p18546,476.61
p18547,132.95
p18548,35.05
p18549,623.15
p18550,558.96
p18551,389.82
p18552,207.82
p18553,318.10
p18554,108.33
p18555,926.05
p18556,724.00
p18557,722.86
p18558,883.89
p18559,741.67
p18560,501.96
p18561,28.60
p18562,713.19
p18563,548.10
p18564,821.11
p18565,276.69
p18566,572.81
p18567,675.37
p18568,488.30
p18569,271.65
p18570,35.93
p18571,58.30
p18572,227.37
p18573,716.69
p18574,38.03
p18575,976.41
p18576,340.66
p18577,782.31
p18578,389.04
p18579,224.05
p18580,775.17
p18581,757.78
p18582,391.99
p18583,508.55
p18584,169.01
p18585,525.42
p18586,928.09
p18587,216.61
p18588,316.65
p18589,712.70
p18590,835.89
p18591,254.08
p18592,285.54
p18593,767.59
p18594,779.77
p18595,412.36
p18596,302.97
p18597,409.24
p18598,328.48
p18599,237.91
p18600,733.00
p18601,907.46
p18602,410.81
p18603,910.57
p18604,662.81
p18605,302.27
p18606,483.12
p18607,349.93
p18608,867.35
p18609,403.85
p18610,723.81
p18611,405.18
p18612,123.22
p18613,447.47
p18614,330.28
p18615,870.48
p18616,301.67
p18617,245.25
p18618,357.89
p18619,457.79
p18620,425.44
p18621,85.59
p18622,487.08
p18623,134.63
p18624,321.62
p18625,660.91
p18626,748.84
p18627,87.09
p18628,325.83
p18629,989.61
p18630,178.96
p18631,937.91
p18632,537.78
p18633,725.13
p18634,97.16
p18635,737.73
p18636,516.04
p18637,346.25
p18638,456.41
p18639,93.88
p18640,371.07
p18641,252.75
p18642,291.73
p18643,583.15
p18644,653.06
p18645,583.42
p18646,623.24
p18647,480.45
p18648,556.07
p18649,306.08
p18650,819.16
p18651,733.25
p18652,448.37
p18653,804.53
p18654,726.72
p18655,650.39
p18656,998.94
p18657,990.97
p18658,599.08
p18659,816.58
p18660,248.34
p18661,164.04
p18662,340.15
p18663,964.87
p18664,143.37
p18665,478.79
p18666,358.72
p18667,408.52
p18668,327.85
p18669,389.87
p18670,757.77
p18671,321.83
p18672,352.91
p18673,386.74
p18674,572.68
p18675,376.46
p18676,948.50
p18677,946.44
p18678,882.77
p18679,74.81
p18680,542.40
p18681,312.79
p18682,342.19
p18683,863.60
p18684,643.71
p18685,5.45
p18686,856.28
p18687,579.74
p18688,295.83
p18689,53.42
p18690,192.31
p18691,83.59
p18692,107.37
p18693,648.20
p18694,75.10
p18695,887.74
p18696,153.23
p18697,623.69
p18698,764.96
p18699,818.44
p18700,65.64
p18701,291.59
p18702,894.59
p18703,838.31
p18704,450.77
p18705,701.30
p18706,110.86
p18707,903.78
p18708,226.79
p18709,795.27
p18710,565.40
p18711,70.75
p18712,89.78
p18713,954.09
p18714,164.27
p18715,570.46
p18716,47.06
p18717,698.88
p18718,387.55
p18719,229.75
p18720,708.46
p18721,26.48
p18722,4.71
p18723,877.03
p18724,254.84
p18725,593.86
p18726,330.79
p18727,109.96
p18728,845.93
p18729,226.67
p18730,940.23
p18731,554.47
p18732,402.82
p18733,819.50
p18734,117.70
p18735,82.37
p18736,65.45
p18737,117.21
p18738,347.28
p18739,894.79
p18740,24.83
p18741,394.44
p18742,793.45
p18743,722.11
p18744,281.35
p18745,52.52
p18746,160.60
p18747,847.03
p18748,178.43
p18749,214.72
p18750,794.38
p18751,574.08
p18752,869.48
p18753,872.56
p18754,53.61
p18755,273.76
p18756,536.71
p18757,621.13
p18758,298.40
p18759,28.83
p18760,557.87
p18761,568.53
p18762,164.33
p18763,169.40
p18764,320.97
p18765,743.54
p18766,832.42
p18767,31.71
p18768,472.43
p18769,350.96
p18770,988.75
p18771,36.29
p18772,470.94
p18773,652.45
p18774,178.86
p18775,883.61
p18776,291.41
p18777,900.71
p18778,454.45
p18779,693.63
p18780,416.01
p18781,875.85
p18782,392.15
p18783,840.46
p18784,384.65
p18785,112.66
p18786,766.33
p18787,769.47
p18788,417.44
p18789,67.76
p18790,996.67
p18791,32.07
p18792,777.69
p18793,647.70
p18794,174.77
p18795,409.76
p18796,367.01
p18797,933.72
p18798,858.66
p18799,490.98
p18800,501.14
p18801,926.90
p18802,487.75
p18803,996.20
p18804,813.56
p18805,161.55
p18806,56.36
p18807,530.31
p18808,392.13
p18809,617.31
p18810,545.34
p18811,204.09
p18812,556.01
p18813,564.21
p18814,109.47
p18815,863.34
p18816,555.34
p18817,832.34
p18818,190.13
p18819,265.99
p18820,570.44
p18821,657.37
p18822,882.15
p18823,418.19
p18824,108.16
p18825,801.21
p18826,63.25
p18827,29.54
p18828,156.81
p18829,189.43
p18830,927.56
p18831,180.52
p18832,960.86
p18833,690.16
p18834,442.54
p18835,338.11
p18836,781.95
p18837,115.88
p18838,348.16
p18839,803.07
p18840,91.14
p18841,982.88
p18842,465.84
p18843,871.37
p18844,583.46
p18845,846.83
p18846,406.03
p18847,55.28
p18848,652.39
p18849,617.33
p18850,441.81
p18851,716.28
p18852,113.45
p18853,379.07
p18854,332.62
p18855,115.64
p18856,310.58
p18857,51.76
p18858,123.06
p18859,678.89
p18860,307.07
p18861,687.62
p18862,370.42
p18863,501.99
p18864,571.52
p18865,352.56
p18866,880.69
p18867,306.45
p18868,511.32
p18869,835.71
p18870,902.06
p18871,979.67
p18872,838.03
p18873,19.19
p18874,387.31
p18875,221.68
p18876,44.39
p18877,91.17
p18878,780.28
p18879,564.02
p18880,222.70
p18881,32.87
p18882,995.52
p18883,441.72
p18884,771.80
p18885,727.94
p18886,599.01
p18887,806.00
p18888,68.67
p18889,198.66
p18890,392.53
p18891,986.59
p18892,98.61
p18893,782.40
p18894,435.81
p18895,433.91
p18896,197.76
p18897,499.69
p18898,542.55
p18899,459.84
p18900,799.79
p18901,921.29
p18902,473.68
p18903,323.41
p18904,449.76
p18905,323.28
p18906,512.15
p18907,355.49
p18908,862.66
p18909,378.07
p18910,389.58
p18911,464.69
p18912,945.19
p18913,397.13
p18914,927.11
p18915,6.57
p18916,947.33
p18917,678.24
p18918,591.23
p18919,966.03
p18920,805.37
p18921,427.35
p18922,100.08
p18923,330.62
p18924,946.08
p18925,380.08
p18926,744.32
p18927,218.95
p18928,859.84
p18929,227.53
p18930,929.85
p18931,37.24
p18932,639.80
p18933,790.31
p18934,264.07
p18935,715.70
p18936,603.19
p18937,177.06
p18938,620.30
p18939,910.67
p18940,148.86
p18941,886.74
p18942,867.96
p18943,532.76
p18944,556.53
p18945,279.83
p18946,113.32
p18947,113.44
p18948,983.58
p18949,841.37
p18950,212.25
p18951,760.64
p18952,793.13
p18953,495.56
p18954,550.54
p18955,134.42
p18956,163.54
p18957,795.00
p18958,923.30
p18959,8.45
p18960,170.17
p18961,146.13
p18962,501.68
p18963,321.03
p18964,93.82
p18965,550.37
p18966,374.05
p18967,651.95
p18968,209.50
p18969,998.29
p18970,263.64
p18971,940.00
p18972,746.62
p18973,682.36
p18974,888.27
p18975,68.97
p18976,679.34
p18977,11.54
p18978,704.38
p18979,974.14
p18980,553.92
p18981,158.99
p18982,868.10
p18983,441.45
p18984,666.01
p18985,651.04
p18986,308.01
p18987,313.02
p18988,878.41
p18989,774.34
p18990,712.76
p18991,664.32
p18992,882.24
p18993,17.14
p18994,451.92
p18995,235.23
p18996,510.39
p18997,673.61
p18998,701.42
p18999,215.17
p19000,575.91
p19001,369.44
p19002,56.95
p19003,161.11
p19004,517.09
p19005,301.06
p19006,546.71
p19007,590.27
p19008,91.23
p19009,981.46
p19010,187.76
p19011,207.61
p19012,344.87
p19013,380.93
p19014,841.80
